Service Request (SR) Number,SR Type Code,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile,Calculated Council District
14-00104217,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Duplicate (closed),05/31/2014 09:37:57 AM,05/30/2014 06:56:15 PM,05/31/2014 09:37:57 AM,05/31/2014 09:37:57 AM,"6208 PALM CIR, AUSTIN, TX",6208,PALM,AUSTIN,78741,TRAVIS,3128443.07653727,10058293.7181514,30.23290389,-97.69899443,"(30.23290389, -97.69899443)",3,616S,ML19,3
14-00104190,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Duplicate (closed),05/31/2014 09:37:57 AM,05/30/2014 06:29:17 PM,05/31/2014 09:37:57 AM,05/31/2014 09:37:57 AM,"6209 PALM CIR, AUSTIN, TX",6209,PALM,AUSTIN,78741,TRAVIS,3128407.28547968,10058311.578728,30.23295531,-97.69910639,"(30.23295531, -97.69910639)",3,616S,ML19,3
14-00104527,SBPAVEFA,Pavement Failure,Public Works,Phone,New,05/31/2014 09:35:18 AM,05/31/2014 09:35:18 AM,05/31/2014 09:35:18 AM,,"13505 COOMER PATH, AUSTIN, TX",13505,COOMER,AUSTIN,78660,TRAVIS,3152887.64191656,10117080.7462885,30.39288152,-97.61706862,"(30.39288152, -97.61706862)",1,498E,MQ33,1
14-00104524,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Open,05/31/2014 09:32:11 AM,05/31/2014 09:32:11 AM,05/31/2014 09:32:11 AM,,"700 SPARKS AVE, AUSTIN, TX",700,SPARKS,AUSTIN,78705,TRAVIS,3117685.71059792,10079580.0845421,30.29211251,-97.73147204,"(30.29211251, -97.73147204)",9,585B,MJ24,9
14-00104393,COAACBAT,Bat Complaint,Animal Services Office,Phone,Closed,05/31/2014 10:28:09 AM,05/30/2014 11:40:10 PM,05/31/2014 09:30:15 AM,05/31/2014 10:28:09 AM,"235 CANYON RIDGE DR, AUSTIN, TX",235,CANYON RIDGE,AUSTIN,78753,TRAVIS,3136201.65265738,10119993.8564879,30.4019984,-97.66975624,"(30.4019984, -97.66975624)",7,496D,MM33,7
14-00103682,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/31/2014 09:26:03 AM,05/30/2014 08:41:43 AM,05/31/2014 09:26:04 AM,05/31/2014 09:26:03 AM,"2100 E RIVERSIDE DR, AUSTIN, TX",2100,RIVERSIDE,AUSTIN,78741,TRAVIS,3119648.59763628,10060721.4682589,30.24014692,-97.72665447,"(30.24014692, -97.72665447)",3,615Q,MK20,3
14-00104470,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Closed,05/31/2014 09:25:43 AM,05/31/2014 08:02:05 AM,05/31/2014 09:25:44 AM,05/31/2014 09:25:43 AM,"814 W STASSNEY LN, AUSTIN, TX",814,STASSNEY,AUSTIN,78745,TRAVIS,3101664.66970871,10049108.9243951,30.20937162,-97.78443262,"(30.20937162, -97.78443262)",2,644J,MG17,2
14-00103858,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/31/2014 09:25:11 AM,05/30/2014 11:50:40 AM,05/31/2014 09:25:12 AM,05/31/2014 09:25:11 AM,"11031 MANCHACA RD, AUSTIN, TX",11031,MANCHACA,AUSTIN,78748,TRAVIS,3086686.35093444,10030915.1632351,30.16029401,-97.8331325,"(30.16029401, -97.8331325)",5,673W,ME13,5
14-00104090,PARMACIS,Parking Machine Issue,Transportation,Phone,Open,05/31/2014 09:13:10 AM,05/30/2014 04:25:02 PM,05/31/2014 09:13:10 AM,,,,,,,,,,,,,,,,
14-00104169,PARMACIS,Parking Machine Issue,Transportation,Phone,Open,05/31/2014 09:11:37 AM,05/30/2014 06:04:45 PM,05/31/2014 09:11:38 AM,,,,,,,,,,,,,,,,
14-00104516,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/31/2014 09:10:50 AM,05/31/2014 09:10:50 AM,05/31/2014 09:10:50 AM,,"3004 UNIVERSITY AVE, AUSTIN, TX",3004,UNIVERSITY,AUSTIN,78705,TRAVIS,3115755.38754687,10080362.7316016,30.29438787,-97.73752865,"(30.29438787, -97.73752865)",9,585B,MJ24,9
14-00104487,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Closed,05/31/2014 10:03:08 AM,05/31/2014 08:29:38 AM,05/31/2014 09:05:14 AM,05/31/2014 10:03:08 AM,"1601 E SLAUGHTER LN 36, AUSTIN, TX",1601,SLAUGHTER,AUSTIN,78747,TRAVIS,3106822.87349733,10028691.4944524,30.15292138,-97.76959695,"(30.15292138, -97.76959695)",,704C,MH12,
14-00104513,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/31/2014 09:05:11 AM,05/31/2014 09:05:11 AM,05/31/2014 09:05:11 AM,,"5601 SAMUEL HUSTON AVE, AUSTIN, TX",5601,SAMUEL HUSTON,AUSTIN,78721,TRAVIS,3135951.04261035,10075345.0618855,30.27928363,-97.6739365,"(30.27928363, -97.6739365)",1,586R,MM23,1
14-00104509,ARRBRUBU,ARR Brush and Bulk,Austin Resource Recovery,Phone,New,05/31/2014 09:01:32 AM,05/31/2014 09:01:32 AM,05/31/2014 09:01:32 AM,,"6508 HIGHPOINT CV, AUSTIN, TX",6508,HIGHPOINT,AUSTIN,78723,TRAVIS,3138303.69632328,10085496.0527814,30.30703187,-97.66571425,"(30.30703187, -97.66571425)",1,557S,MN25,1
14-00104508,COAACDD,Dangerous/Vicious Dog Investigation,Animal Services Office,Phone,Duplicate (open),05/31/2014 09:01:28 AM,05/31/2014 09:01:28 AM,05/31/2014 09:01:28 AM,,"4300 PAINTED PONY CV, AUSTIN, TX",4300,PAINTED PONY,AUSTIN,78735,TRAVIS,3085887.381175,10064845.0027527,30.25361252,-97.83324728,"(30.25361252, -97.83324728)",8,613E,ME21,8
14-00104507,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Open,05/31/2014 08:58:52 AM,05/31/2014 08:58:52 AM,05/31/2014 08:58:52 AM,,"8801 MC CANN DR, AUSTIN, TX",8801,MC CANN,AUSTIN,78757,TRAVIS,3117483.28656807,10108707.7472707,30.37219305,-97.72995358,"(30.37219305, -97.72995358)",7,495X,MJ31,7
14-00104506,HHSGRAFF,Graffiti Abatement,Health & Human Services,Web,New,05/31/2014 08:57:56 AM,05/31/2014 08:57:56 AM,05/31/2014 08:57:56 AM,,"2025 W BEN WHITE BLVD EB, AUSTIN, TX 78745",2025,BEN WHITE BLVD EB,AUSTIN,78745,TRAVIS,3099711.08,10056294.11,30.22924562,-97.79009557,"(30.22924562, -97.79009557)",5,614W,MG19,5
14-00104504,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 08:55:44 AM,05/31/2014 08:55:44 AM,05/31/2014 08:55:44 AM,,"6905 CARWILL DR, AUSTIN, TX",6905,CARWILL,AUSTIN,78724,TRAVIS,3145091.06558037,10083407.7873114,30.30084237,-97.6443717,"(30.30084237, -97.6443717)",1,557Y,MP25,1
14-00104501,COAACDD,Dangerous/Vicious Dog Investigation,Animal Services Office,Phone,Open,05/31/2014 08:54:33 AM,05/31/2014 08:54:33 AM,05/31/2014 08:54:33 AM,,"5124 TRADING BND, AUSTIN, TX",5124,TRADING,AUSTIN,78735,TRAVIS,3086003.19094481,10064739.0933264,30.25331423,-97.83288813,"(30.25331423, -97.83288813)",8,613E,ME21,8
14-00104500,HHSGRAFF,Graffiti Abatement,Health & Human Services,Web,New,05/31/2014 08:52:16 AM,05/31/2014 08:52:16 AM,05/31/2014 08:52:16 AM,,"1811 W BEN WHITE BLVD EB, AUSTIN, TX 78745",1811,BEN WHITE BLVD EB,AUSTIN,78745,TRAVIS,3100763.75,10056042,30.22848639,-97.78678155,"(30.22848639, -97.78678155)",5,614W,MG19,5
14-00104494,CODECOMP,Code Compliance,Code Compliance,Web,New,05/31/2014 08:47:32 AM,05/31/2014 08:47:32 AM,05/31/2014 08:47:32 AM,,"1703 S 1ST ST, AUSTIN, TX 78704",1703,1ST,AUSTIN,78704,TRAVIS,3110531,10063327,30.24789327,-97.75532864,"(30.24789327, -97.75532864)",9,614M,MH20,9
14-00104471,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Closed,05/31/2014 09:43:05 AM,05/31/2014 08:05:03 AM,05/31/2014 08:45:12 AM,05/31/2014 09:43:05 AM,"111 E CESAR CHAVEZ ST, AUSTIN, TX",111,CESAR CHAVEZ,AUSTIN,78701,TRAVIS,3114006.35793091,10068958.7060117,30.26315204,-97.74391003,"(30.26315204, -97.74391003)",9,585W,MJ22,9
14-00103880,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/31/2014 08:42:43 AM,05/30/2014 12:09:16 PM,05/31/2014 08:42:44 AM,05/31/2014 08:42:43 AM,"2300 MONARCH DR, AUSTIN, TX",2300,MONARCH,AUSTIN,78748,TRAVIS,3088661.99040259,10037407.4591909,30.17801825,-97.82642,"(30.17801825, -97.82642)",5,673J,ME14,5
14-00104491,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,New,05/31/2014 08:37:43 AM,05/31/2014 08:37:43 AM,05/31/2014 08:37:43 AM,,"3206 MEREDITH ST, AUSTIN, TX",3206,MEREDITH,AUSTIN,78703,TRAVIS,3104327.34285397,10080926.8671088,30.29666667,-97.77368801,"(30.29666667, -97.77368801)",10,584B,MG24,10
14-00104488,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/31/2014 08:31:26 AM,05/31/2014 08:31:26 AM,05/31/2014 08:31:26 AM,,"4200 AVENUE G, AUSTIN, TX",4200,AVENUE G,AUSTIN,78751,TRAVIS,3118454.65826078,10084090.9947628,30.30446282,-97.72870171,"(30.30446282, -97.72870171)",9,555U,MK25,9
14-00103947,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 09:28:04 AM,05/30/2014 01:53:26 PM,05/31/2014 08:30:11 AM,05/31/2014 09:28:04 AM,"5203 GREAT DIVIDE DR, BEE CAVE, TX",5203,GREAT DIVIDE,BEE CAVE,78738,TRAVIS,3047004.08832038,10080061.6215471,30.29778592,-97.95533976,"(30.29778592, -97.95533976)",,550W,WY25,
14-00104485,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/31/2014 08:28:03 AM,05/31/2014 08:28:03 AM,05/31/2014 08:28:03 AM,,"2221 BITTER CREEK DR, AUSTIN, TX",2221,BITTER CREEK,AUSTIN,78744,TRAVIS,3109366.20206871,10039955.0443192,30.18372158,-97.76072821,"(30.18372158, -97.76072821)",2,674G,MH15,2
14-00104484,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 08:26:37 AM,05/31/2014 08:26:37 AM,05/31/2014 08:26:37 AM,,"8202 FURNESS DR, AUSTIN, TX",8202,FURNESS,AUSTIN,78753,TRAVIS,3130411.89241169,10098032.3584111,30.34200984,-97.68977187,"(30.34200984, -97.68977187)",4,526T,ML28,4
14-00104473,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Closed,05/31/2014 09:23:04 AM,05/31/2014 08:10:21 AM,05/31/2014 08:25:10 AM,05/31/2014 09:23:04 AM,"111 E CESAR CHAVEZ ST, AUSTIN, TX",111,CESAR CHAVEZ,AUSTIN,78701,TRAVIS,3114006.35793091,10068958.7060117,30.26315204,-97.74391003,"(30.26315204, -97.74391003)",9,585W,MJ22,9
14-00104480,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/31/2014 08:20:14 AM,05/31/2014 08:20:14 AM,05/31/2014 08:20:14 AM,,"101 E 31ST ST, AUSTIN, TX",101,31ST,AUSTIN,78705,TRAVIS,3115944.68864138,10080671.3978032,30.2952242,-97.73690618,"(30.2952242, -97.73690618)",9,585B,MJ24,9
14-00104465,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 09:13:03 AM,05/31/2014 07:56:42 AM,05/31/2014 08:15:09 AM,05/31/2014 09:13:03 AM,"2213 VOYAGEURS LN, AUSTIN, TX",2213,VOYAGEURS,AUSTIN,78747,TRAVIS,3102099.44198545,10028578.4370197,30.15290902,-97.78454564,"(30.15290902, -97.78454564)",5,704A,MG12,5
14-00104475,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,New,05/31/2014 08:11:31 AM,05/31/2014 08:11:31 AM,05/31/2014 08:11:31 AM,,"LOYOLA LN & ED BLUESTEIN BLVD NB, AUSTIN, TX",,LOYOLA LN & ED BLUESTEIN BLVD NB,AUSTIN,78724,TRAVIS,3139837.5,10083931.43,30.30262982,-97.66097422,"(30.30262982, -97.66097422)",1,557W,MN25,1
14-00104472,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/31/2014 08:10:12 AM,05/31/2014 08:10:12 AM,05/31/2014 08:10:12 AM,,"2223 WATERLOO CITY LN, AUSTIN, TX",2223,WATERLOO CITY,AUSTIN,78741,TRAVIS,3120605.41014535,10061478.647474,30.2421666,-97.72356907,"(30.2421666, -97.72356907)",3,615Q,MK20,3
14-00095220,ACPROPER,Animal - Proper Care,Animal Services Office,Phone,Closed,05/31/2014 09:08:03 AM,05/19/2014 08:07:44 AM,05/31/2014 08:10:09 AM,05/31/2014 09:08:03 AM,"730 PEDERNALES ST, AUSTIN, TX",730,PEDERNALES,AUSTIN,78702,TRAVIS,3123705.43246839,10068846.8799132,30.26222025,-97.71320505,"(30.26222025, -97.71320505)",,585Z,MK22,3
14-00103011,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 09:03:02 AM,05/29/2014 12:26:23 PM,05/31/2014 08:05:09 AM,05/31/2014 09:03:02 AM,"1601 GRAYFORD DR, AUSTIN, TX",1601,GRAYFORD,AUSTIN,78704,TRAVIS,3102220.24238343,10057214.7035588,30.23161824,-97.78208582,"(30.23161824, -97.78208582)",5,614W,MG19,5
14-00103822,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/31/2014 08:03:37 AM,05/30/2014 11:17:19 AM,05/31/2014 08:03:37 AM,05/31/2014 08:03:37 AM,"4200 DEEPWOODS DR, AUSTIN, TX",4200,DEEPWOODS,AUSTIN,78731,TRAVIS,3106251.7320745,10105767.3194524,30.36482792,-97.76577548,"(30.36482792, -97.76577548)",10,524C,MH30,10
14-00104467,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 07:58:25 AM,05/31/2014 07:58:25 AM,05/31/2014 07:58:25 AM,,"1204 TARTAN LN A, AUSTIN, TX",1204,TARTAN,AUSTIN,78753,TRAVIS,3133488.82206567,10103293.7351462,30.35627101,-97.67962265,"(30.35627101, -97.67962265)",4,526G,MM30,4
14-00104466,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/31/2014 07:57:14 AM,05/31/2014 07:57:14 AM,05/31/2014 07:57:14 AM,,"1105 CLAYTON LN 102, AUSTIN, TX",1105,CLAYTON,AUSTIN,78723,TRAVIS,3126788.18668094,10089319.7650636,30.31829664,-97.70190942,"(30.31829664, -97.70190942)",4,556J,ML26,4
14-00104459,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Closed,05/31/2014 08:53:02 AM,05/31/2014 07:43:07 AM,05/31/2014 07:55:08 AM,05/31/2014 08:53:02 AM,"5102 AVENUE F, AUSTIN, TX",5102,AVENUE F,AUSTIN,78751,TRAVIS,3120292.45746424,10088241.264881,30.31575281,-97.72257096,"(30.31575281, -97.72257096)",9,555L,MK26,9
14-00104463,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/31/2014 07:54:12 AM,05/31/2014 07:54:12 AM,05/31/2014 07:54:12 AM,,"9616 POINT VISTA PL, AUSTIN, TX",9616,POINT VISTA,AUSTIN,78753,TRAVIS,3134211.2263694,10103238.0091596,30.35607043,-97.6773371,"(30.35607043, -97.6773371)",4,526H,MM30,4
14-00104462,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/31/2014 07:50:10 AM,05/31/2014 07:50:10 AM,05/31/2014 07:50:10 AM,,"105 W 33RD ST, AUSTIN, TX",105,33RD,AUSTIN,78705,TRAVIS,3116297.08125721,10081581.9605437,30.29770458,-97.73572255,"(30.29770458, -97.73572255)",9,555X,MJ25,9
14-00104461,SBPOTREP,Pothole Repair,Public Works,Phone,New,05/31/2014 07:45:36 AM,05/31/2014 07:45:36 AM,05/31/2014 07:45:36 AM,,"E 7TH ST & PEDERNALES ST, AUSTIN, TX",,E 7TH ST & PEDERNALES ST,AUSTIN,78702,TRAVIS,3123553.75,10068368,30.26091371,-97.71372109,"(30.26091371, -97.71372109)",3,615D,MK21,3
14-00103999,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 08:43:02 AM,05/30/2014 02:36:11 PM,05/31/2014 07:45:09 AM,05/31/2014 08:43:02 AM,"2404 ROCKRIDGE DR, AUSTIN, TX",2404,ROCKRIDGE,AUSTIN,78744,TRAVIS,3110358.26840918,10039764.7831612,30.18313547,-97.75760321,"(30.18313547, -97.75760321)",2,674H,MH15,2
14-00099266,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/31/2014 08:43:02 AM,05/23/2014 08:03:25 PM,05/31/2014 07:45:08 AM,05/31/2014 08:43:02 AM,"6807 DUBUQUE LN, AUSTIN, TX",6807,DUBUQUE,AUSTIN,78723,TRAVIS,3137138.37258703,10087958.3532491,30.31387704,-97.66921919,"(30.31387704, -97.66921919)",1,556R,MM26,1
14-00103091,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 08:33:00 AM,05/29/2014 01:39:01 PM,05/31/2014 07:35:06 AM,05/31/2014 08:33:00 AM,"1811 WESTWARD HO TRL, AUSTIN, TX",1811,WESTWARD HO,AUSTIN,78734,TRAVIS,3052962.18202787,10109084.8809479,30.37721821,-97.9344821,"(30.37721821, -97.9344821)",,490U,WZ31,
14-00103320,ACPROPER,Animal - Proper Care,Animal Services Office,Phone,Closed,05/31/2014 08:28:00 AM,05/29/2014 05:13:33 PM,05/31/2014 07:30:06 AM,05/31/2014 08:28:00 AM,"5712 CHERRY PARK, AUSTIN, TX",5712,CHERRY,AUSTIN,78745,TRAVIS,3100719.69676017,10048840.4471836,30.20869311,-97.78744282,"(30.20869311, -97.78744282)",2,644N,MG17,2
14-00104456,COAACINJ,Injured / Sick Animal,Animal Services Office,Phone,Open,05/31/2014 07:26:13 AM,05/31/2014 07:26:13 AM,05/31/2014 07:26:13 AM,,"1904 ALBURY CV C, AUSTIN, TX",1904,ALBURY,AUSTIN,78758,TRAVIS,3126001.59019031,10118803.6591517,30.39939414,-97.70219172,"(30.39939414, -97.70219172)",7,496A,ML33,7
14-00104454,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,New,05/31/2014 07:22:13 AM,05/31/2014 07:22:13 AM,05/31/2014 07:22:13 AM,,"1412 REDBUD TRL, WEST LAKE HILLS, TX",1412,REDBUD,WEST LAKE HILLS,78746,TRAVIS,3089319.15780969,10081430.6251548,30.29899208,-97.8211948,"(30.29899208, -97.8211948)",,553X,ME25,
14-00100797,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 07:52:57 AM,05/26/2014 02:53:47 PM,05/31/2014 06:55:03 AM,05/31/2014 07:52:57 AM,"9401 ROLLING OAKS TRL, AUSTIN, TX",9401,ROLLING OAKS,AUSTIN,78750,TRAVIS,3093982.09895838,10126941.3636185,30.42380589,-97.8031435,"(30.42380589, -97.8031435)",6,463L,MF35,6
14-00101702,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/31/2014 07:47:57 AM,05/27/2014 06:23:32 PM,05/31/2014 06:50:03 AM,05/31/2014 07:47:57 AM,"9220 LIMONCILLO DR, AUSTIN, TX",9220,LIMONCILLO,AUSTIN,78750,TRAVIS,3097019.61693569,10130727.5803137,30.43402349,-97.79323436,"(30.43402349, -97.79323436)",6,463D,MF36,6
14-00104451,HHSGRAFF,Graffiti Abatement,Health & Human Services,Phone,New,05/31/2014 05:12:34 AM,05/31/2014 05:12:34 AM,05/31/2014 05:13:49 AM,,"1901 W BEN WHITE BLVD EB, AUSTIN, TX",1901,BEN WHITE BLVD EB,AUSTIN,78745,TRAVIS,3100569.69038239,10056352.6380245,30.22935251,-97.78737334,"(30.22935251, -97.78737334)",5,614W,MG19,5
14-00104450,SIGNTRAF,Sign - Traffic Sign Emergency,Transportation,Phone,Closed,05/31/2014 05:10:24 AM,05/31/2014 05:00:48 AM,05/31/2014 05:10:25 AM,05/31/2014 05:10:24 AM,"SANTOS ST & VARGAS RD, AUSTIN, TX",,SANTOS ST & VARGAS RD,AUSTIN,78741,TRAVIS,3128636.75,10056360,30.22757585,-97.69852635,"(30.22757585, -97.69852635)",3,616W,ML19,3
14-00104449,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 04:30:03 AM,05/31/2014 04:30:03 AM,05/31/2014 04:30:03 AM,05/31/2014 04:30:03 AM,"5911 LOOKOUT MOUNTAIN DR, AUSTIN, TX",5911,LOOKOUT MOUNTAIN,AUSTIN,78731,TRAVIS,3101411.9430529,10098584.0598418,30.34538821,-97.78164006,"(30.34538821, -97.78164006)",10,524N,MG29,10
14-00104446,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 03:46:07 AM,05/31/2014 03:46:07 AM,05/31/2014 03:46:07 AM,05/31/2014 03:46:07 AM,"1219 S LAMAR BLVD, AUSTIN, TX",1219,LAMAR,AUSTIN,78704,TRAVIS,3108206.39433602,10065582.2729453,30.25424059,-97.76252366,"(30.25424059, -97.76252366)",5,614G,MH21,5
14-00104444,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 02:26:17 AM,05/31/2014 02:26:17 AM,05/31/2014 02:26:17 AM,05/31/2014 02:26:17 AM,"4646 MUELLER BLVD 4046, AUSTIN, TX",4646,MUELLER,AUSTIN,78723,TRAVIS,3125435.03479286,10082546.746469,30.29976668,-97.70670359,"(30.29976668, -97.70670359)",9,556W,ML25,9
14-00104443,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 02:08:46 AM,05/31/2014 02:08:46 AM,05/31/2014 02:08:46 AM,05/31/2014 02:08:46 AM,"2710 NUECES ST 203, AUSTIN, TX",2710,NUECES,AUSTIN,78705,TRAVIS,3114120.03143493,10079712.6208966,30.29270563,-97.74275688,"(30.29270563, -97.74275688)",9,585A,MJ24,9
14-00104442,TRASIGNE,Traffic Signal - New/Change,Transportation,Web,New,05/31/2014 01:57:32 AM,05/31/2014 01:57:32 AM,05/31/2014 01:57:32 AM,,"W PARMER LN & SPECTRUM DR, AUSTIN, TX 78717",,W PARMER LN & SPECTRUM DR,AUSTIN,78717,WILLIAMSON,3104851.98,10148247.78,30.48169029,-97.76710559,"(30.48169029, -97.76710559)",6,404U,MH40,6
14-00104441,TRASIGNE,Traffic Signal - New/Change,Transportation,Web,New,05/31/2014 01:54:06 AM,05/31/2014 01:54:06 AM,05/31/2014 01:54:06 AM,,"W PARMER LN & LAKELINE BLVD, AUSTIN, TX 78717",,W PARMER LN & LAKELINE BLVD,AUSTIN,78717,WILLIAMSON,3103467.52,10150493.83,30.48795215,-97.77133544,"(30.48795215, -97.77133544)",6,404P,MG41,6
14-00104436,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 01:20:17 AM,05/31/2014 01:20:17 AM,05/31/2014 01:20:17 AM,05/31/2014 01:20:17 AM,"RED RIVER ST &E 7TH ST, AUSTIN, TX",,RED RIVER ST &E 7TH ST,AUSTIN,78701,TRAVIS,3116207.5,10070556,30.26740169,-97.73682172,"(30.26740169, -97.73682172)",9,585X,MJ22,9
14-00104434,CODECOMP,Code Compliance,Code Compliance,Web,New,05/31/2014 01:11:47 AM,05/31/2014 01:11:47 AM,05/31/2014 01:11:47 AM,,"1524 PALMA PLZ, AUSTIN, TX 78703",1524,PALMA,AUSTIN,78703,TRAVIS,3109455.86,10075783.14,30.28220183,-97.75781945,"(30.28220183, -97.75781945)",9,584M,MH23,9
14-00104424,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 12:47:37 AM,05/31/2014 12:47:37 AM,05/31/2014 12:47:37 AM,05/31/2014 12:47:37 AM,"11001 S 1ST ST, AUSTIN, TX",11001,1ST,AUSTIN,78748,TRAVIS,3096044.27453993,10025809.4353904,30.14567744,-97.80389776,"(30.14567744, -97.80389776)",5,703G,MF12,5
14-00104421,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 12:43:20 AM,05/31/2014 12:43:20 AM,05/31/2014 12:43:27 AM,05/31/2014 12:43:20 AM,"10401 N LAMAR BLVD, AUSTIN, TX",10401,LAMAR,AUSTIN,78753,TRAVIS,3129587.6607532,10109165.2796668,30.37266616,-97.69154597,"(30.37266616, -97.69154597)",4,496X,ML31,4
14-00104413,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 12:30:43 AM,05/31/2014 12:30:43 AM,05/31/2014 12:30:43 AM,05/31/2014 12:30:43 AM,"408 CONGRESS AVE, AUSTIN, TX",408,CONGRESS,AUSTIN,78701,TRAVIS,3114122.88400863,10070192.81679,30.26653696,-97.74345003,"(30.26653696, -97.74345003)",9,585W,MJ22,9
14-00104320,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/31/2014 12:10:31 AM,05/30/2014 09:22:10 PM,05/31/2014 12:10:31 AM,05/31/2014 12:10:31 AM,"4550 MUELLER BLVD, AUSTIN, TX 78723",4550,MUELLER,AUSTIN,78723,TRAVIS,3125254.8,10081611.37,30.29720719,-97.7073445,"(30.29720719, -97.7073445)",9,556W,ML25,9
14-00104008,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/31/2014 01:07:23 AM,05/30/2014 02:58:17 PM,05/31/2014 12:09:29 AM,05/31/2014 01:07:23 AM,"1709 MATTHEWS LN A, AUSTIN, TX",1709,MATTHEWS,AUSTIN,78745,TRAVIS,3095408.35650107,10045030.0375231,30.1985519,-97.80452687,"(30.1985519, -97.80452687)",5,643U,MF16,5
14-00104299,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/31/2014 12:04:56 AM,05/30/2014 08:32:03 PM,05/31/2014 12:04:56 AM,05/31/2014 12:04:56 AM,"4100 W SLAUGHTER LN, AUSTIN, TX 78749",4100,SLAUGHTER,AUSTIN,78749,TRAVIS,3079213.81999999,10041211.51,30.18905707,-97.85604525,"(30.18905707, -97.85604525)",8,672B,MC15,8
14-00104270,WWREPORT,Water Waste Report,Austin Water Utility,Phone,Closed,05/31/2014 12:02:05 AM,05/30/2014 07:54:20 PM,05/31/2014 12:02:05 AM,05/31/2014 12:02:05 AM,"5300 S MOPAC EXPY SB, AUSTIN, TX 78746",5300,MOPAC EXPY SB,AUSTIN,78749,TRAVIS,3087714.5,10057747,30.23398788,-97.82796819,"(30.23398788, -97.82796819)",8,613S,ME19,8
14-00104400,LOUDMUS1,Loud Music,Economic Development Department,Phone,Closed,05/31/2014 12:00:30 AM,05/31/2014 12:00:30 AM,05/31/2014 12:00:30 AM,05/31/2014 12:00:30 AM,"1130 NORTHWESTERN AVE, AUSTIN, TX",1130,NORTHWESTERN,AUSTIN,78702,TRAVIS,3122794.81789727,10071136.8617693,30.26857395,-97.71591795,"(30.26857395, -97.71591795)",1,585V,MK22,1
